0, 0
1, 2
2, 4
3, 5
4, 8
5, 9
6, 9
7, 13
8, 13
9, 13
10, 16
11, 19
12, 19
13, 20
14, 22
15, 23
16, 26
17, 31
18, 28
19, 31
20, 31
21, 30
22, 37
23, 37
24, 39
25, 40
26, 39
27, 43
28, 43
29, 47
30, 46
31, 45
32, 48
33, 53
34, 50
35, 52
36, 53
37, 56
38, 57
39, 59
40, 61
41, 64
42, 64
43, 67
44, 65
45, 66
46, 68
47, 71
48, 74
49, 71
50, 74
51, 78
52, 77
53, 76
54, 79
55, 81
56, 83
57, 84
58, 87
59, 90
60, 93
61, 91
62, 90
63, 91
64, 96
65, 96
66, 100
67, 102
68, 103
69, 100
70, 99
71, 105
72, 105
73, 102
74, 109
75, 108
76, 126
77, 115
78, 137
79, 119
80, 119
81, 123
82, 122
83, 127
84, 127
85, 130
86, 129
87, 137
88, 128
89, 134
90, 131
91, 135
92, 151
93, 135
94, 144
95, 143
96, 149
97, 143
98, 150
99, 149
100, 155
101, 158
102, 153
103, 155
104, 155
105, 166
106, 176
107, 210
108, 174
109, 169
110, 169
111, 175
112, 174
113, 169
114, 172
115, 196
116, 210
117, 185
118, 176
119, 179
120, 192
121, 183
122, 181
123, 203
124, 195
125, 197
126, 189
127, 191
128, 192
129, 194
130, 192
131, 196
132, 207
133, 207
134, 200
135, 208
136, 202
137, 208
138, 208
139, 209
140, 209
141, 210
142, 222
143, 215
144, 225
145, 226
146, 228
147, 248
148, 284
149, 242
150, 223
151, 238
152, 237
153, 227
154, 232
155, 229
156, 239
157, 233
158, 253
159, 242
160, 244
161, 249
162, 239
163, 247
164, 247
165, 244
166, 245
167, 255
168, 255
169, 257
170, 304
171, 268
172, 257
173, 310
174, 276
175, 266
176, 324
177, 308
178, 270
179, 264
180, 275
181, 264
182, 265
183, 293
184, 276
185, 294
186, 287
187, 287
188, 275
189, 289
190, 284
191, 279
192, 294
193, 281
194, 293
195, 289
196, 288
197, 295
198, 297
199, 308
200, 304
201, 305
202, 303
203, 312
204, 312
205, 310
206, 309
207, 300
208, 302
209, 305
210, 313
211, 305
212, 328
213, 309
214, 316
215, 320
216, 336
217, 339
218, 366
219, 334
220, 341
221, 367
222, 332
223, 335
224, 329
225, 346
226, 354
227, 337
228, 353
229, 358
230, 342
231, 339
232, 337
233, 345
234, 354
235, 356
236, 348
237, 357
238, 364
239, 365
240, 354
241, 404
242, 430
243, 376
244, 379
245, 383
246, 385
247, 425
248, 421
249, 413
250, 393
251, 413
252, 458
253, 389
254, 420
255, 397
256, 391
257, 416
258, 452
259, 461
260, 449
261, 465
262, 509
263, 443
264, 407
265, 473
266, 430
267, 495
268, 510
269, 403
270, 416
271, 460
272, 443
273, 469
274, 438
275, 429
276, 427
277, 429
278, 413
279, 444
280, 535
281, 437
282, 485
283, 476
284, 445
285, 498
286, 456
287, 451
288, 451
289, 439
290, 433
291, 451
292, 441
293, 445
294, 457
295, 516
296, 457
297, 514
298, 472
299, 471
300, 467
301, 467
302, 485
303, 466
304, 462
305, 467
306, 477
307, 521
308, 518
309, 486
310, 479
311, 483
312, 471
313, 471
314, 474
315, 466
316, 497
317, 483
318, 541
319, 526
320, 546
321, 535
322, 504
323, 485
324, 536
325, 513
326, 495
327, 502
328, 502
329, 556
330, 539
331, 522
332, 534
333, 493
334, 495
335, 490
336, 498
337, 496
338, 505
339, 495
340, 497
341, 504
342, 528
343, 572
344, 558
345, 535
346, 521
347, 525
348, 530
349, 515
350, 523
351, 521
352, 527
353, 529
354, 536
355, 545
356, 546
357, 541
358, 543
359, 544
360, 531
361, 523
362, 543
363, 552
364, 536
365, 576
366, 567
367, 538
368, 537
369, 544
370, 575
371, 544
372, 551
373, 562
374, 551
375, 585
376, 561
377, 568
378, 578
379, 579
380, 621
381, 573
382, 568
383, 575
384, 567
385, 588
386, 586
387, 616
388, 585
389, 602
390, 605
391, 658
392, 615
393, 590
394, 587
395, 586
396, 604
397, 591
398, 605
399, 612
400, 621
401, 603
402, 611
403, 589
404, 594
405, 610
406, 615
407, 621
408, 613
409, 665
410, 672
411, 631
412, 597
413, 608
414, 606
415, 615
416, 609
417, 630
418, 609
419, 649
420, 696
421, 652
422, 644
423, 623
424, 652
425, 635
426, 655
427, 662
428, 729
429, 673
430, 632
431, 711
432, 689
433, 678
434, 665
435, 689
436, 683
437, 726
438, 670
439, 651
440, 660
441, 673
442, 660
443, 685
444, 685
445, 664
446, 716
447, 693
448, 653
449, 656
450, 654
451, 664
452, 2641
453, 708
454, 708
455, 715
456, 713
457, 687
458, 701
459, 717
460, 693
461, 698
462, 708
463, 705
464, 692
465, 743
466, 703
467, 707
468, 712
469, 729
470, 754
471, 714
472, 767
473, 719
474, 718
475, 729
476, 739
477, 724
478, 752
479, 789
480, 805
481, 779
482, 783
483, 785
484, 787
485, 807
486, 818
487, 906
488, 949
489, 940
490, 940
491, 937
492, 917
493, 922
494, 930
495, 946
496, 966
497, 946
498, 937
499, 943
500, 945
501, 938
502, 963
503, 957
504, 935
505, 955
506, 946
507, 972
508, 960
509, 978
510, 977
511, 968
512, 960
513, 969
514, 976
515, 984
516, 961
517, 968
518, 992
519, 970
520, 989
521, 980
522, 986
523, 983
524, 987
525, 988
526, 994
527, 1007
528, 1008
529, 1014
530, 1019
531, 1016
532, 1021
533, 1006
534, 1011
535, 1026
536, 1023
537, 1021
538, 1021
539, 1027
540, 1044
541, 1036
542, 1056
543, 1029
544, 1032
545, 1033
546, 1036
547, 1049
548, 1034
549, 1047
550, 1055
551, 1054
552, 1031
553, 1056
554, 1055
555, 1075
556, 1077
557, 1075
558, 1051
559, 1075
560, 1079
561, 1085
562, 1084
563, 1062
564, 1065
565, 1071
566, 1077
567, 1072
568, 1109
569, 1103
570, 1107
571, 1089
572, 1093
573, 1120
574, 1120
575, 1119
576, 1107
577, 1109
578, 1107
579, 1097
580, 1102
581, 1098
582, 1109
583, 1105
584, 1116
585, 1116
586, 1132
587, 1112
588, 1109
589, 1120
590, 1141
591, 1148
592, 1126
593, 1124
594, 1133
595, 1135
596, 1142
597, 1163
598, 1160
599, 1145
600, 1136
601, 1152
602, 1161
603, 1151
604, 1156
605, 1167
606, 1168
607, 1160
608, 1154
609, 1159
610, 1161
611, 1163
612, 1174
613, 1147
614, 1164
615, 1149
616, 1167
617, 1163
618, 1177
619, 1191
620, 1184
621, 1186
622, 1179
623, 1173
624, 1168
625, 1210
626, 1197
627, 1198
628, 1202
629, 1235
630, 1202
631, 1222
632, 1305
633, 1338
634, 1235
635, 1184
636, 1186
637, 1199
638, 1219
639, 1197
640, 1221
641, 1222
642, 1227
643, 1221
644, 1224
645, 1228
646, 1257
647, 1249
648, 1252
649, 1257
650, 1241
651, 1246
652, 1255
653, 1275
654, 1257
655, 1256
656, 1259
657, 1269
658, 1275
659, 1289
660, 1271
661, 1263
662, 1277
663, 1267
664, 1284
665, 1271
666, 1278
667, 1254
668, 1276
669, 1283
670, 1294
671, 1279
672, 1276
673, 1295
674, 1293
675, 1292
676, 1311
677, 1320
678, 1301
679, 1293
680, 1296
681, 1288
682, 1301
683, 1317
684, 1311
685, 1313
686, 1324
687, 1314
688, 1329
689, 1334
690, 1315
691, 1314
692, 1317
693, 1305
694, 1330
695, 1328
696, 1322
697, 1327
698, 1344
699, 1338
700, 1356
701, 1367
702, 1343
703, 1331
704, 1339
705, 1344
706, 1345
707, 1343
708, 1352
709, 1360
710, 1378
711, 1347
712, 1348
713, 1339
714, 1366
715, 1360
716, 1384
717, 1396
718, 1430
719, 1397
720, 1384
721, 1380
722, 1402
723, 1364
724, 1371
725, 1380
726, 1359
727, 1373
728, 1377
729, 1360
730, 1381
731, 1377
732, 1395
733, 1394
734, 1402
735, 1409
736, 1384
737, 1410
738, 1417
739, 1429
740, 1402
741, 1420
742, 1418
743, 1444
744, 1418
745, 1424
746, 1432
747, 1427
748, 1419
749, 1436
750, 1422
751, 1433
752, 1400
753, 1438
754, 1408
755, 1436
756, 1415
757, 1437
758, 1455
759, 1437
760, 1449
761, 1461
762, 1474
763, 1457
764, 1450
765, 1459
766, 1467
767, 1458
768, 1504
769, 1635
770, 1487
771, 1468
772, 1500
773, 1474
774, 1532
775, 1471
776, 1455
777, 1472
778, 1467
779, 1517
780, 1463
781, 1464
782, 1473
783, 1488
784, 1465
785, 1471
786, 1484
787, 1485
788, 1490
789, 1475
790, 1521
791, 1494
792, 1497
793, 1499
794, 1506
795, 1482
796, 1519
797, 1518
798, 1536
799, 1518
800, 1502
801, 1529
802, 1536
803, 1544
804, 1560
805, 1533
806, 1565
807, 1564
808, 1527
809
